298,2.203020134,0.258389262
221,2.174208145,0.244343891
18,2.416666667,0
322,2.211180124,0.232919255
117,2.239316239,0.205128205
28,2.071428571,0.339285714
343,2.260932945,0.189504373
294,2.285714286,0.158163265
64,2.28125,0.15625
82,2.219512195,0.182926829
142,2.257042254,0.221830986
87,2.379310345,0.086206897
9,1.944444444,0.5
39,2.217948718,0.192307692
113,2.247787611,0.168141593
51,2.274509804,0.147058824
94,2.345744681,0.14893617
82,2.268292683,0.243902439
13,2.307692308,0.115384615
110,2.118181818,0.245454545
113,2.278761062,0.146017699
111,2.261261261,0.202702703
199,2.042713568,0.381909548
121,2.165289256,0.309917355
116,2.25,0.202586207
141,2.177304965,0.24822695
68,2.389705882,0.073529412
115,2.191304348,0.273913043
166,2.201807229,0.262048193
23,2.434782609,0.065217391
391,2.23657289,0.196930946
131,2.190839695,0.229007634
219,2.326484018,0.136986301
29,2.465517241,0
68,2.036764706,0.397058824
8,2.625,0
375,2.128,0.269333333
52,2.134615385,0.230769231
78,2.378205128,0.064102564
27,2.277777778,0.148148148
54,2.166666667,0.212962963
193,2.31865285,0.116580311
40,2.1875,0.3
89,2.353932584,0.112359551
109,2.256880734,0.183486239
132,2.034090909,0.371212121
255,2.245098039,0.192156863
64,2.0859375,0.328125
126,2.345238095,0.075396825
40,2.3625,0.0875
136,2.275735294,0.165441176
93,2.209677419,0.231182796
105,2.266666667,0.119047619
50,2.35,0.1
6,2.5,0
147,2.343537415,0.085034014
21,2.5,0.071428571
78,2.301282051,0.192307692
3,2,0
80,2.11875,0.375
238,2.275210084,0.147058824
136,2.257352941,0.183823529
30,2.15,0.3
177,2.358757062,0.141242938
50,2.27,0.2
120,2.295833333,0.1625
133,2.304511278,0.15037594
188,2.27393617,0.17287234
77,2.116883117,0.285714286
158,2.275316456,0.189873418
188,2.194148936,0.260638298
235,2.25106383,0.155319149
310,2.24516129,0.180645161
5,2.4,0
64,2.1953125,0.3125
60,2.133333333,0.291666667
74,2.121621622,0.22972973
73,2.130136986,0.260273973
7,2.571428571,0
79,2.120253165,0.253164557
175,2.248571429,0.165714286
20,2.075,0.3
16,2.125,0.28125
215,2.209302326,0.23255814
10,2.05,0.25
207,2.234299517,0.241545894
623,2.251203852,0.200642055
14,2.25,0.107142857
70,2.271428571,0.164285714
244,2.243852459,0.180327869
40,2.1625,0.225
303,2.303630363,0.161716172
5,1.9,0.3
26,2.230769231,0.288461538
6,2.5,0
19,2.236842105,0.210526316
21,1.928571429,0.452380952
181,2.135359116,0.331491713
19,2.078947368,0.394736842
309,2.210355987,0.258899676
